date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:15:29	14552/14552	---M--	200	added ('OK')	text/css	etag:%2238d8-60e968b55038e%22	http://localhost:8080/blogs/wp-content/plugins/woocommerce/assets/css/select2.css?ver=8.4.0	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-content/plugins/woocommerce/assets/css/select22678.css	(from http://localhost:8080/blogs/cart/)
01:15:30	12615/12615	---M--	200	added ('OK')	text/css	etag:%223147-60e968e8a8ff6%22	http://localhost:8080/blogs/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks.css?ver=11.6.2	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks67d8.css	(from http://localhost:8080/blogs/cart/)
01:15:30	39076/39076	---M--	200	added ('OK')	text/css	etag:%2298a4-60e968e101305%22	http://localhost:8080/blogs/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/all-products.css?ver=11.6.2	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/all-products67d8.css	(from http://localhost:8080/blogs/cart/)
01:15:30	85616/85616	---M--	200	added ('OK')	text/css	etag:%2214e70-60e968e21891a%22	http://localhost:8080/blogs/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/cart.css?ver=11.6.2	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/cart67d8.css	(from http://localhost:8080/blogs/cart/)
01:15:32	41064/41064	---M--	200	added ('OK')	text/css	etag:%22a068-60e968e5bca64%22	http://localhost:8080/blogs/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/packages-style.css?ver=11.6.2	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/packages-style67d8.css	(from http://localhost:8080/blogs/cart/)
01:15:33	3408/3408	---M--	200	added ('OK')	application/javascript	etag:%22d50-60e968b7bd726%22	http://localhost:8080/blogs/wp-content/plugins/woocommerce/assets/js/frontend/country-select.min.js?ver=8.4.0	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-content/plugins/woocommerce/assets/js/frontend/country-select.min2678.js	(from http://localhost:8080/blogs/cart/)
01:15:33	2654/2654	---M--	200	added ('OK')	application/javascript	etag:%22a5e-60e968b7a8f35%22	http://localhost:8080/blogs/wp-content/plugins/woocommerce/assets/js/frontend/address-i18n.min.js?ver=8.4.0	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-content/plugins/woocommerce/assets/js/frontend/address-i18n.min2678.js	(from http://localhost:8080/blogs/cart/)
01:15:34	7854/7854	---M--	200	added ('OK')	application/javascript	etag:%221eae-60e968b7bc3a0%22	http://localhost:8080/blogs/wp-content/plugins/woocommerce/assets/js/frontend/cart.min.js?ver=8.4.0	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-content/plugins/woocommerce/assets/js/frontend/cart.min2678.js	(from http://localhost:8080/blogs/cart/)
01:15:38	20062/20062	---MC-	200	added ('OK')	application/json	date:Fri,%2012%20Jan%202024%2023:15:34%20GMT	http://localhost:8080/blogs/wp-json/wp/v2/pages/10	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-json/wp/v2/pages/10.json	(from http://localhost:8080/blogs/cart/)
01:15:38	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Jan%202024%2023:15:36%20GMT	http://localhost:8080/blogs/?p=10	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/index64b4.html	(from http://localhost:8080/blogs/cart/)
01:15:38	2125/2125	---M--	200	added ('OK')	application/json	date:Fri,%2012%20Jan%202024%2023:15:36%20GMT	http://localhost:8080/blogs/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Fblogs%2Fcart%2F	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-json/oembed/1.0/embed5d5f.json	(from http://localhost:8080/blogs/cart/)
01:15:38	77646/77646	---M--	200	added ('OK')	application/javascript	etag:%2212f4e-60e968b84bf15%22	http://localhost:8080/blogs/wp-content/plugins/woocommerce/assets/js/selectWoo/selectWoo.full.min.js?ver=1.0.9-wc.8.4.0	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-content/plugins/woocommerce/assets/js/selectWoo/selectWoo.full.min2076.js	(from http://localhost:8080/blogs/cart/)
01:15:40	2278/2278	---M--	200	added ('OK')	text/xml	date:Fri,%2012%20Jan%202024%2023:15:38%20GMT	http://localhost:8080/blogs/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Fblogs%2Fcart%2F&format=xml	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-json/oembed/1.0/embed4286	(from http://localhost:8080/blogs/cart/)
01:15:40	12475/12475	---M--	200	added ('OK')	image/png	etag:%2230bb-60e971355ebee%22	http://localhost:8080/blogs/wp-content/uploads/woocommerce-placeholder-300x300.png	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-content/uploads/woocommerce-placeholder-300x300.png	(from http://localhost:8080/blogs/cart/)
01:15:41	8171/8171	---M--	200	added ('OK')	application/javascript	etag:%221feb-5f287f2e2a640%22	http://localhost:8080/blogs/wp-includes/js/dist/vendor/wp-polyfill-inert.min.js?ver=3.1.2	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-includes/js/dist/vendor/wp-polyfill-inert.min0226.js	(from http://localhost:8080/blogs/cart/)
01:15:41	6625/6625	---M--	200	added ('OK')	application/javascript	etag:%2219e1-605bb4a4f5400%22	http://localhost:8080/blogs/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.14.0	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-includes/js/dist/vendor/regenerator-runtime.min6c85.js	(from http://localhost:8080/blogs/cart/)
01:15:43	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2012%20Jan%202024%2023:15:41%20GMT	http://localhost:8080/blogs/cart/?random-post=1	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/cart/indexa52e.html	(from http://localhost:8080/blogs/cart/)
01:15:44	10609/10609	---M--	200	added ('OK')	application/javascript	etag:%222971-5f416c39f2d00%22	http://localhost:8080/blogs/wp-includes/js/dist/vendor/react.min.js?ver=18.2.0	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-includes/js/dist/vendor/react.min7a3b.js	(from http://localhost:8080/blogs/cart/)
01:15:47	71085/71085	---M--	200	added ('OK')	application/javascript	etag:%22115ad-605de70b43200%22	http://localhost:8080/blogs/wp-includes/js/dist/vendor/lodash.min.js?ver=4.17.19	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-includes/js/dist/vendor/lodash.minf492.js	(from http://localhost:8080/blogs/cart/)
01:15:51	97427/97427	---MC-	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202024%2023:15:41%20GMT	http://localhost:8080/blogs/product/wordpress-pennant/	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/product/wordpress-pennant/index.html	(from http://localhost:8080/blogs/cart/)
01:15:58	320072/320072	---MC-	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202024%2023:15:44%20GMT	http://localhost:8080/blogs/cart/?add-to-cart=89	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/cart/index2b90.html	(from http://localhost:8080/blogs/cart/)
01:16:01	4627/4627	---M--	200	added ('OK')	application/javascript	etag:%221213-605de70b43200%22	http://localhost:8080/blogs/wp-includes/js/dist/hooks.min.js?ver=c6aec9a8d4e5a5d543a1	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-includes/js/dist/hooks.min2ebd.js	(from http://localhost:8080/blogs/cart/)
01:16:02	100654/100654	---MC-	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202024%2023:15:51%20GMT	http://localhost:8080/blogs/product/logo-collection/	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/product/logo-collection/index.html	(from http://localhost:8080/blogs/cart/)
01:16:03	729/729	---M--	200	added ('OK')	application/javascript	etag:%222d9-605de70b43200%22	http://localhost:8080/blogs/wp-includes/js/dist/deprecated.min.js?ver=73ad3591e7bc95f4777a	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-includes/js/dist/deprecated.min664b.js	(from http://localhost:8080/blogs/cart/)
01:16:08	98655/98655	---MC-	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202024%2023:16:01%20GMT	http://localhost:8080/blogs/product/beanie-with-logo/	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/product/beanie-with-logo/index.html	(from http://localhost:8080/blogs/cart/)
01:16:12	13079/13079	---M--	200	added ('OK')	application/javascript	etag:%223317-60643d1669380%22	http://localhost:8080/blogs/wp-includes/js/dist/dom.min.js?ver=49ff2869626fbeaacc23	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-includes/js/dist/dom.minbac8.js	(from http://localhost:8080/blogs/cart/)
01:16:16	320070/320070	---MC-	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202024%2023:16:03%20GMT	http://localhost:8080/blogs/cart/?add-to-cart=85	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/cart/index4b40.html	(from http://localhost:8080/blogs/cart/)
01:16:17	115127/115127	---M--	200	added ('OK')	application/javascript	etag:%221c1b7-60643d1669380%22	http://localhost:8080/blogs/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from http://localhost:8080/blogs/cart/)
01:16:18	1139/1139	---M--	200	added ('OK')	application/javascript	etag:%22473-605de70b43200%22	http://localhost:8080/blogs/wp-includes/js/dist/escape-html.min.js?ver=03e27a7b6ae14f7afaa6	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-includes/js/dist/escape-html.min0311.js	(from http://localhost:8080/blogs/cart/)
01:16:21	98479/98479	---MC-	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202024%2023:16:12%20GMT	http://localhost:8080/blogs/product/t-shirt-with-logo/	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/product/t-shirt-with-logo/index.html	(from http://localhost:8080/blogs/cart/)
01:16:23	12649/12649	---M--	200	added ('OK')	application/javascript	etag:%223169-605de70b43200%22	http://localhost:8080/blogs/wp-includes/js/dist/element.min.js?ver=ed1c7604880e8b574b40	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-includes/js/dist/element.min0eb1.js	(from http://localhost:8080/blogs/cart/)
01:16:23	1097/1097	---M--	200	added ('OK')	application/javascript	etag:%22449-605de70b43200%22	http://localhost:8080/blogs/wp-includes/js/dist/is-shallow-equal.min.js?ver=20c2b06ecf04afb14fee	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-includes/js/dist/is-shallow-equal.mincc0f.js	(from http://localhost:8080/blogs/cart/)
01:16:26	4031/4031	---M--	200	added ('OK')	application/javascript	etag:%22fbf-605de70b43200%22	http://localhost:8080/blogs/wp-includes/js/dist/keycodes.min.js?ver=3460bd0fac9859d6886c	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-includes/js/dist/keycodes.min3d5f.js	(from http://localhost:8080/blogs/cart/)
01:16:27	9445/9445	---M--	200	added ('OK')	application/javascript	etag:%2224e5-605de70b43200%22	http://localhost:8080/blogs/wp-includes/js/dist/i18n.min.js?ver=7701b0c3857f914212ef	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-includes/js/dist/i18n.minf92f.js	(from http://localhost:8080/blogs/cart/)
01:16:27	3442/3442	---M--	200	added ('OK')	application/javascript	etag:%22d72-605de70b43200%22	http://localhost:8080/blogs/wp-includes/js/dist/priority-queue.min.js?ver=422e19e9d48b269c5219	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-includes/js/dist/priority-queue.mind972.js	(from http://localhost:8080/blogs/cart/)
01:16:29	320078/320078	---MC-	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202024%2023:16:17%20GMT	http://localhost:8080/blogs/cart/?add-to-cart=83	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/cart/index07d1.html	(from http://localhost:8080/blogs/cart/)
01:16:29	2693/2693	---M--	200	added ('OK')	application/javascript	etag:%22a85-6078554cc8bc0%22	http://localhost:8080/blogs/wp-includes/js/dist/private-apis.min.js?ver=11cb2ebaa70a9f1f0ab5	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-includes/js/dist/private-apis.min3089.js	(from http://localhost:8080/blogs/cart/)
01:16:31	9000/9000	---M--	200	added ('OK')	application/javascript	etag:%222328-605de70b43200%22	http://localhost:8080/blogs/wp-includes/js/dist/redux-routine.min.js?ver=0be1b2a6a79703e28531	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-includes/js/dist/redux-routine.min9528.js	(from http://localhost:8080/blogs/cart/)
01:16:32	129397/129397	---M--	200	added ('OK')	application/javascript	etag:%221f975-5ff3626b0ef80%22	http://localhost:8080/blogs/wp-includes/js/dist/vendor/react-dom.min.js?ver=18.2.0	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-includes/js/dist/vendor/react-dom.min7a3b.js	(from http://localhost:8080/blogs/cart/)
01:16:33	9827/9827	---M--	200	added ('OK')	application/javascript	etag:%222663-60e968e8c7bdf%22	http://localhost:8080/blogs/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-registry.js?ver=7a619513a517fee9fa99	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-registrye7f0.js	(from http://localhost:8080/blogs/cart/)
01:16:34	9629/9629	---M--	200	added ('OK')	application/javascript	etag:%22259d-60643d1669380%22	http://localhost:8080/blogs/wp-includes/js/dist/url.min.js?ver=b4979979018b684be209	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-includes/js/dist/url.min7dc0.js	(from http://localhost:8080/blogs/cart/)
01:16:34	5392/5392	---M--	200	added ('OK')	application/javascript	etag:%221510-605de70b43200%22	http://localhost:8080/blogs/wp-includes/js/dist/api-fetch.min.js?ver=0fa4dabf8bf2c7adf21a	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-includes/js/dist/api-fetch.min471f.js	(from http://localhost:8080/blogs/cart/)
01:16:34	27342/27342	---M--	200	added ('OK')	application/javascript	etag:%226ace-6096ce9174c00%22	http://localhost:8080/blogs/wp-includes/js/dist/data.min.js?ver=dc5f255634f3da29c8d5	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-includes/js/dist/data.min23f6.js	(from http://localhost:8080/blogs/cart/)
01:16:34	37550/37550	---M--	200	added ('OK')	application/javascript	etag:%2292ae-60643d1669380%22	http://localhost:8080/blogs/wp-includes/js/dist/compose.min.js?ver=3189b344ff39fef940b7	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-includes/js/dist/compose.min3e86.js	(from http://localhost:8080/blogs/cart/)
01:16:35	1/1	---M--	400	error ('Bad%20Request')	text/html	date:Fri,%2012%20Jan%202024%2023:16:34%20GMT	http://localhost:8080/blogs/wp-admin/admin-ajax.php?action=rest-nonce	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-admin/admin-ajaxf809.php	(from http://localhost:8080/blogs/cart/)
01:16:35	6139/6139	---M--	200	added ('OK')	application/javascript	etag:%2217fb-60e968e93d980%22	http://localhost:8080/blogs/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-settings.js?ver=526af596d7652d2db0af	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-settings4616.js	(from http://localhost:8080/blogs/cart/)
01:16:35	1624/1624	---M--	200	added ('OK')	application/javascript	etag:%22658-605de70b43200%22	http://localhost:8080/blogs/wp-includes/js/dist/data-controls.min.js?ver=fe4ccc8a1782ea8e2cb1	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-includes/js/dist/data-controls.min0740.js	(from http://localhost:8080/blogs/cart/)
01:16:35	837/837	---M--	200	added ('OK')	application/javascript	etag:%22345-605de70b43200%22	http://localhost:8080/blogs/wp-includes/js/dist/html-entities.min.js?ver=36a4a255da7dd2e1bf8e	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-includes/js/dist/html-entities.min68f0.js	(from http://localhost:8080/blogs/cart/)
01:16:36	2266/2266	---M--	200	added ('OK')	application/javascript	etag:%228da-605de70b43200%22	http://localhost:8080/blogs/wp-includes/js/dist/notices.min.js?ver=38e88f4b627cf873edd0	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-includes/js/dist/notices.min380b.js	(from http://localhost:8080/blogs/cart/)
01:16:36	1449/1449	---M--	200	added ('OK')	application/javascript	etag:%225a9-60e968e8c06c0%22	http://localhost:8080/blogs/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-middleware.js?ver=ca04183222edaf8a26be	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-middlewarece2b.js	(from http://localhost:8080/blogs/cart/)
01:16:36	498/498	---M--	200	added ('OK')	application/javascript	etag:%221f2-605de70b43200%22	http://localhost:8080/blogs/wp-includes/js/dist/dom-ready.min.js?ver=392bdd43726760d1f3ca	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-includes/js/dist/dom-ready.minded6.js	(from http://localhost:8080/blogs/cart/)
01:16:37	2448/2448	---M--	200	added ('OK')	application/javascript	etag:%22990-605de70b43200%22	http://localhost:8080/blogs/wp-includes/js/dist/a11y.min.js?ver=7032343a947cfccf5608	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-includes/js/dist/a11y.min866e.js	(from http://localhost:8080/blogs/cart/)
01:16:37	2523/2523	---M--	200	added ('OK')	application/javascript	etag:%229db-60643d1669380%22	http://localhost:8080/blogs/wp-includes/js/dist/primitives.min.js?ver=6984e6eb5d6157c4fe44	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-includes/js/dist/primitives.minfde7.js	(from http://localhost:8080/blogs/cart/)
01:16:37	352/352	---M--	200	added ('OK')	application/javascript	etag:%22160-60643d1669380%22	http://localhost:8080/blogs/wp-includes/js/dist/warning.min.js?ver=122829a085511691f14d	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-includes/js/dist/warning.minb0b0.js	(from http://localhost:8080/blogs/cart/)
01:16:38	1823/1823	---M--	200	added ('OK')	application/javascript	etag:%2271f-60e968e8d1808%22	http://localhost:8080/blogs/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-shared-context.js?ver=6eb6865831aa5a75475d	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-shared-context924b.js	(from http://localhost:8080/blogs/cart/)
01:16:39	3195/3195	---M--	200	added ('OK')	application/javascript	etag:%22c7b-60e968e8d79a2%22	http://localhost:8080/blogs/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-shared-hocs.js?ver=5e01ba7861e4c09bce65	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-shared-hocs90e2.js	(from http://localhost:8080/blogs/cart/)
01:16:40	1917/1917	---M--	200	added ('OK')	application/javascript	etag:%2277d-60e968e601751%22	http://localhost:8080/blogs/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/price-format.js?ver=eb7a7398126f71912b09	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/price-format65ec.js	(from http://localhost:8080/blogs/cart/)
01:16:41	5678/5678	---M--	200	added ('OK')	application/javascript	etag:%22162e-605de70b43200%22	http://localhost:8080/blogs/wp-includes/js/dist/autop.min.js?ver=dacd785d109317df2707	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-includes/js/dist/autop.min13aa.js	(from http://localhost:8080/blogs/cart/)
01:16:41	917/917	---M--	200	added ('OK')	application/javascript	etag:%22395-605de70b43200%22	http://localhost:8080/blogs/wp-includes/js/dist/blob.min.js?ver=10a1c5c0acdef3d15657	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-includes/js/dist/blob.min0be0.js	(from http://localhost:8080/blogs/cart/)
01:16:42	2449/2449	---M--	200	added ('OK')	application/javascript	etag:%22991-605de70b43200%22	http://localhost:8080/blogs/wp-includes/js/dist/block-serialization-default-parser.min.js?ver=30ffd7e7e199f10b2a6d	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-includes/js/dist/block-serialization-default-parser.min0082.js	(from http://localhost:8080/blogs/cart/)
01:16:42	73317/73317	---M--	200	added ('OK')	application/javascript	etag:%2211e65-60e968e8a97c6%22	http://localhost:8080/blogs/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-data.js?ver=326bfa85ea7d1844658b	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-data5b32.js	(from http://localhost:8080/blogs/cart/)
01:16:42	2939/2939	---M--	200	added ('OK')	application/javascript	etag:%22b7b-605de70b43200%22	http://localhost:8080/blogs/wp-includes/js/dist/shortcode.min.js?ver=c128a3008a96e820aa86	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-includes/js/dist/shortcode.min1b36.js	(from http://localhost:8080/blogs/cart/)
01:16:44	4342/4342	---M--	200	added ('OK')	application/javascript	etag:%2210f6-60643d1669380%22	http://localhost:8080/blogs/wp-includes/js/dist/plugins.min.js?ver=c485ff6186cdddabcf91	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-includes/js/dist/plugins.mind3be.js	(from http://localhost:8080/blogs/cart/)
01:16:45	5646/5646	---M--	200	added ('OK')	application/javascript	etag:%22160e-60643d1669380%22	http://localhost:8080/blogs/wp-includes/js/dist/style-engine.min.js?ver=17cbc030cba88a42ccb5	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-includes/js/dist/style-engine.mind12a.js	(from http://localhost:8080/blogs/cart/)
01:16:45	2529/2529	---M--	200	added ('OK')	application/javascript	etag:%229e1-605de70b43200%22	http://localhost:8080/blogs/wp-includes/js/dist/wordcount.min.js?ver=5a74890fd7c610679e34	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-includes/js/dist/wordcount.min13b3.js	(from http://localhost:8080/blogs/cart/)
01:16:53	98035/98035	---M--	200	added ('OK')	application/javascript	etag:%2217ef3-60e968e178fe4%22	http://localhost:8080/blogs/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/blocks-components.js?ver=dab91a510c739bb474ea	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/blocks-components40f5.js	(from http://localhost:8080/blogs/cart/)
01:16:53	102542/102542	---M--	200	added ('OK')	application/javascript	etag:%221908e-60e968e1624d1%22	http://localhost:8080/blogs/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/blocks-checkout.js?ver=a411b6a2a26155a3c1de	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/blocks-checkoutd12e.js	(from http://localhost:8080/blogs/cart/)
01:16:59	99626/99626	---MC-	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202024%2023:16:53%20GMT	http://localhost:8080/blogs/shop/page/2/	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/shop/page/2/index.html	(from http://localhost:8080/blogs/shop/)
01:17:01	11123/11123	---MC-	200	added ('OK')	application/rss+xml	etag:%22d31f5f186db055384ac05b1c6641226f%22	http://localhost:8080/blogs/shop/feed/	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/shop/feed/index.html	(from http://localhost:8080/blogs/shop/)
01:17:02	21438/21438	---M--	200	added ('OK')	application/javascript	etag:%2253be-5f3ba2adac400%22	http://localhost:8080/blogs/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-includes/js/jquery/ui/core.min3f14.js	(from http://localhost:8080/blogs/shop/)
01:17:02	3402/3402	---M--	200	added ('OK')	application/javascript	etag:%22d4a-5e95d8f5cb080%22	http://localhost:8080/blogs/wp-includes/js/jquery/ui/mouse.min.js?ver=1.13.2	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-includes/js/jquery/ui/mouse.min3f14.js	(from http://localhost:8080/blogs/shop/)
01:17:02	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2012%20Jan%202024%2023:17:01%20GMT	http://localhost:8080/blogs/shop/?random-post=1	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/shop/indexa52e.html	(from http://localhost:8080/blogs/shop/)
01:17:02	101220/101220	---M--	200	added ('OK')	application/javascript	etag:%2218b64-60e968e2198b8%22	http://localhost:8080/blogs/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/cart-frontend.js?ver=fac5397cafbd3773725e	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/cart-frontenddcc9.js	(from http://localhost:8080/blogs/cart/)
01:17:04	10728/10728	---M--	200	added ('OK')	application/javascript	etag:%2229e8-5f3ba2adac400%22	http://localhost:8080/blogs/wp-includes/js/jquery/ui/slider.min.js?ver=1.13.2	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-includes/js/jquery/ui/slider.min3f14.js	(from http://localhost:8080/blogs/shop/)
01:17:13	97051/97051	---MC-	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202024%2023:17:02%20GMT	http://localhost:8080/blogs/product/album/	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/product/album/index.html	(from http://localhost:8080/blogs/shop/)
01:17:15	1289/1289	---M--	200	added ('OK')	application/javascript	etag:%22509-60e968b81604c%22	http://localhost:8080/blogs/wp-content/plugins/woocommerce/assets/js/jquery-ui-touch-punch/jquery-ui-touch-punch.min.js?ver=8.4.0	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-content/plugins/woocommerce/assets/js/jquery-ui-touch-punch/jquery-ui-touch-punch.min2678.js	(from http://localhost:8080/blogs/shop/)
01:17:15	98316/98316	---MC-	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202024%2023:17:04%20GMT	http://localhost:8080/blogs/product/beanie/	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/product/beanie/index.html	(from http://localhost:8080/blogs/shop/)
01:17:16	122039/122039	---MC-	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202024%2023:17:02%20GMT	http://localhost:8080/blogs/shop/?add-to-cart=73	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/shop/index18c1.html	(from http://localhost:8080/blogs/shop/)
01:17:16	3313/3313	---M--	200	added ('OK')	application/javascript	etag:%22cf1-60e968b6f3e71%22	http://localhost:8080/blogs/wp-content/plugins/woocommerce/assets/js/accounting/accounting.min.js?ver=0.4.2	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-content/plugins/woocommerce/assets/js/accounting/accounting.minaffb.js	(from http://localhost:8080/blogs/shop/)
